"Label (Grouping)","Anderson County, Tennessee!!Total!!Estimate","Anderson County, Tennessee!!Total!!Margin of Error","Anderson County, Tennessee!!Below poverty level!!Estimate","Anderson County, Tennessee!!Below poverty level!!Margin of Error","Anderson County, Tennessee!!Percent below poverty level!!Estimate","Anderson County, Tennessee!!Percent below poverty level!!Margin of Error","Blount County, Tennessee!!Total!!Estimate","Blount County, Tennessee!!Total!!Margin of Error","Blount County, Tennessee!!Below poverty level!!Estimate","Blount County, Tennessee!!Below poverty level!!Margin of Error","Blount County, Tennessee!!Percent below poverty level!!Estimate","Blount County, Tennessee!!Percent below poverty level!!Margin of Error","Bradley County, Tennessee!!Total!!Estimate","Bradley County, Tennessee!!Total!!Margin of Error","Bradley County, Tennessee!!Below poverty level!!Estimate","Bradley County, Tennessee!!Below poverty level!!Margin of Error","Bradley County, Tennessee!!Percent below poverty level!!Estimate","Bradley County, Tennessee!!Percent below poverty level!!Margin of Error","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Total!!Margin of Error","Davidson County, Tennessee!!Below poverty level!!Estimate","Davidson County, Tennessee!!Below poverty level!!Margin of Error","Davidson County, Tennessee!!Percent below poverty level!!Estimate","Davidson County, Tennessee!!Percent below poverty level!!Margin of Error","Greene County, Tennessee!!Total!!Estimate","Greene County, Tennessee!!Total!!Margin of Error","Greene County, Tennessee!!Below poverty level!!Estimate","Greene County, Tennessee!!Below poverty level!!Margin of Error","Greene County, Tennessee!!Percent below poverty level!!Estimate","Greene County, Tennessee!!Percent below poverty level!!Margin of Error","Hamilton County, Tennessee!!Total!!Estimate","Hamilton County, Tennessee!!Total!!Margin of Error","Hamilton County, Tennessee!!Below poverty level!!Estimate","Hamilton County, Tennessee!!Below poverty level!!Margin of Error","Hamilton County, Tennessee!!Percent below poverty level!!Estimate","Hamilton County, Tennessee!!Percent below poverty level!!Margin of Error","Knox County, Tennessee!!Total!!Estimate","Knox County, Tennessee!!Total!!Margin of Error","Knox County, Tennessee!!Below poverty level!!Estimate","Knox County, Tennessee!!Below poverty level!!Margin of Error","Knox County, Tennessee!!Percent below poverty level!!Estimate","Knox County, Tennessee!!Percent below poverty level!!Margin of Error","Madison County, Tennessee!!Total!!Estimate","Madison County, Tennessee!!Total!!Margin of Error","Madison County, Tennessee!!Below poverty level!!Estimate","Madison County, Tennessee!!Below poverty level!!Margin of Error","Madison County, Tennessee!!Percent below poverty level!!Estimate","Madison County, Tennessee!!Percent below poverty level!!Margin of Error","Maury County, Tennessee!!Total!!Estimate","Maury County, Tennessee!!Total!!Margin of Error","Maury County, Tennessee!!Below poverty level!!Estimate","Maury County, Tennessee!!Below poverty level!!Margin of Error","Maury County, Tennessee!!Percent below poverty level!!Estimate","Maury County, Tennessee!!Percent below poverty level!!Margin of Error","Montgomery County, Tennessee!!Total!!Estimate","Montgomery County, Tennessee!!Total!!Margin of Error","Montgomery County, Tennessee!!Below poverty level!!Estimate","Montgomery County, Tennessee!!Below poverty level!!Margin of Error","Montgomery County, Tennessee!!Percent below poverty level!!Estimate","Montgomery County, Tennessee!!Percent below poverty level!!Margin of Error","Putnam County, Tennessee!!Total!!Estimate","Putnam County, Tennessee!!Total!!Margin of Error","Putnam County, Tennessee!!Below poverty level!!Estimate","Putnam County, Tennessee!!Below poverty level!!Margin of Error","Putnam County, Tennessee!!Percent below poverty level!!Estimate","Putnam County, Tennessee!!Percent below poverty level!!Margin of Error","Robertson County, Tennessee!!Total!!Estimate","Robertson County, Tennessee!!Total!!Margin of Error","Robertson County, Tennessee!!Below poverty level!!Estimate","Robertson County, Tennessee!!Below poverty level!!Margin of Error","Robertson County, Tennessee!!Percent below poverty level!!Estimate","Robertson County, Tennessee!!Percent below poverty level!!Margin of Error","Rutherford County, Tennessee!!Total!!Estimate","Rutherford County, Tennessee!!Total!!Margin of Error","Rutherford County, Tennessee!!Below poverty level!!Estimate","Rutherford County, Tennessee!!Below poverty level!!Margin of Error","Rutherford County, Tennessee!!Percent below poverty level!!Estimate","Rutherford County, Tennessee!!Percent below poverty level!!Margin of Error","Sevier County, Tennessee!!Total!!Estimate","Sevier County, Tennessee!!Total!!Margin of Error","Sevier County, Tennessee!!Below poverty level!!Estimate","Sevier County, Tennessee!!Below poverty level!!Margin of Error","Sevier County, Tennessee!!Percent below poverty level!!Estimate","Sevier County, Tennessee!!Percent below poverty level!!Margin of Error","Shelby County, Tennessee!!Total!!Estimate","Shelby County, Tennessee!!Total!!Margin of Error","Shelby County, Tennessee!!Below poverty level!!Estimate","Shelby County, Tennessee!!Below poverty level!!Margin of Error","Shelby County, Tennessee!!Percent below poverty level!!Estimate","Shelby County, Tennessee!!Percent below poverty level!!Margin of Error","Sullivan County, Tennessee!!Total!!Estimate","Sullivan County, Tennessee!!Total!!Margin of Error","Sullivan County, Tennessee!!Below poverty level!!Estimate","Sullivan County, Tennessee!!Below poverty level!!Margin of Error","Sullivan County, Tennessee!!Percent below poverty level!!Estimate","Sullivan County, Tennessee!!Percent below poverty level!!Margin of Error","Sumner County, Tennessee!!Total!!Estimate","Sumner County, Tennessee!!Total!!Margin of Error","Sumner County, Tennessee!!Below poverty level!!Estimate","Sumner County, Tennessee!!Below poverty level!!Margin of Error","Sumner County, Tennessee!!Percent below poverty level!!Estimate","Sumner County, Tennessee!!Percent below poverty level!!Margin of Error","Washington County, Tennessee!!Total!!Estimate","Washington County, Tennessee!!Total!!Margin of Error","Washington County, Tennessee!!Below poverty level!!Estimate","Washington County, Tennessee!!Below poverty level!!Margin of Error","Washington County, Tennessee!!Percent below poverty level!!Estimate","Washington County, Tennessee!!Percent below poverty level!!Margin of Error","Williamson County, Tennessee!!Total!!Estimate","Williamson County, Tennessee!!Total!!Margin of Error","Williamson County, Tennessee!!Below poverty level!!Estimate","Williamson County, Tennessee!!Below poverty level!!Margin of Error","Williamson County, Tennessee!!Percent below poverty level!!Estimate","Williamson County, Tennessee!!Percent below poverty level!!Margin of Error","Wilson County, Tennessee!!Total!!Estimate","Wilson County, Tennessee!!Total!!Margin of Error","Wilson County, Tennessee!!Below poverty level!!Estimate","Wilson County, Tennessee!!Below poverty level!!Margin of Error","Wilson County, Tennessee!!Percent below poverty level!!Estimate","Wilson County, Tennessee!!Percent below poverty level!!Margin of Error"
"            Unemployed","2,637","±971","692","±475","26.2%","±16.0","1,708","±573","461","±315","27.0%","±16.6","4,018","±1,738","1,244","±1,095","31.0%","±22.1","16,411","±2,270","5,265","±1,354","32.1%","±6.9","1,930","±861","824","±523","42.7%","±21.8","9,612","±2,142","3,135","±1,348","32.6%","±11.8","11,075","±2,192","3,000","±1,197","27.1%","±8.5","2,604","±1,015","948","±639","36.4%","±17.3","1,630","±890","584","±623","35.8%","±26.9","4,441","±1,481","2,077","±1,149","46.8%","±16.3","1,880","±1,020","308","±376","16.4%","±21.3","1,803","±655","507","±433","28.1%","±19.3","6,928","±2,206","1,161","±640","16.8%","±8.8","2,303","±1,097","642","±610","27.9%","±26.7","36,635","±4,049","13,092","±2,526","35.7%","±5.8","5,162","±1,267","2,011","±825","39.0%","±12.8","5,105","±1,402","1,189","±852","23.3%","±13.6","3,787","±1,201","1,721","±909","45.4%","±16.7","3,529","±1,264","339","±277","9.6%","±8.4","4,133","±1,608","584","±503","14.1%","±11.6"
"                Male","1,335","±666","359","±325","26.9%","±20.0","574","±364","143","±147","24.9%","±25.0","2,096","±1,166","812","±781","38.7%","±27.8","7,454","±1,692","2,053","±925","27.5%","±11.0","1,014","±638","598","±558","59.0%","±30.7","5,209","±1,414","1,770","±1,112","34.0%","±17.7","6,625","±1,747","1,805","±1,019","27.2%","±11.7","1,466","±835","408","±401","27.8%","±21.5","410","±333","0","±224","0.0%","±36.9","2,577","±1,019","1,055","±796","40.9%","±22.8","676","±559","92","±158","13.6%","±23.9","434","±239","46","±79","10.6%","±18.5","4,797","±1,760","820","±523","17.1%","±10.9","871","±580","264","±418","30.3%","±46.5","18,298","±2,618","6,071","±1,337","33.2%","±7.4","2,687","±1,012","936","±462","34.8%","±17.3","2,410","±901","574","±505","23.8%","±18.0","1,951","±778","488","±397","25.0%","±17.4","1,088","±445","216","±202","19.9%","±17.2","2,219","±1,127","289","±303","13.0%","±13.5"
"                Female","1,302","±715","333","±350","25.6%","±23.7","1,134","±489","318","±261","28.0%","±21.9","1,922","±890","432","±427","22.5%","±20.0","8,957","±1,779","3,212","±1,170","35.9%","±10.6","916","±642","226","±270","24.7%","±28.5","4,403","±1,398","1,365","±806","31.0%","±15.6","4,450","±1,413","1,195","±569","26.9%","±12.3","1,138","±600","540","±485","47.5%","±28.9","1,220","±831","584","±623","47.9%","±30.6","1,864","±1,007","1,022","±781","54.8%","±23.6","1,204","±725","216","±337","17.9%","±27.6","1,369","±604","461","±430","33.7%","±24.2","2,131","±1,003","341","±464","16.0%","±19.0","1,432","±873","378","±468","26.4%","±28.3","18,337","±3,067","7,021","±2,001","38.3%","±7.7","2,475","±873","1,075","±629","43.4%","±16.1","2,695","±983","615","±552","22.8%","±17.5","1,836","±954","1,233","±838","67.2%","±23.3","2,441","±1,117","123","±193","5.0%","±8.6","1,914","±1,001","295","±298","15.4%","±17.7"
"    WORK EXPERIENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Population 16 years and over","62,237","±1,057","8,943","±1,746","14.4%","±2.8","111,687","±1,554","8,881","±1,950","8.0%","±1.7","85,805","±1,429","7,953","±2,238","9.3%","±2.6","559,256","±2,947","74,950","±6,400","13.4%","±1.1","57,278","±928","5,477","±1,376","9.6%","±2.4","291,338","±2,471","32,731","±4,411","11.2%","±1.5","386,930","±2,263","47,045","±4,285","12.2%","±1.1","75,751","±1,082","11,282","±2,009","14.9%","±2.7","81,977","±1,323","6,382","±1,645","7.8%","±2.0","167,934","±1,768","16,622","±3,568","9.9%","±2.1","63,981","±897","7,307","±1,865","11.4%","±2.9","58,253","±958","6,454","±2,129","11.1%","±3.6","270,362","±1,854","21,278","±3,992","7.9%","±1.5","80,835","±978","11,415","±2,870","14.1%","±3.5","705,344","±5,838","113,212","±8,576","16.1%","±1.2","130,821","±1,128","20,241","±2,790","15.5%","±2.1","158,860","±1,241","13,165","±2,826","8.3%","±1.8","108,020","±2,397","14,879","±2,241","13.8%","±2.1","197,458","±895","7,107","±1,961","3.6%","±1.0","119,770","±1,718","9,663","±2,856","8.1%","±2.4"
"            Worked full-time, year-round in the past 12 months","26,340","±2,270","655","±443","2.5%","±1.6","49,556","±3,271","931","±607","1.9%","±1.2","35,201","±2,935","236","±243","0.7%","±0.7","281,117","±8,522","7,576","±1,688","2.7%","±0.6","21,957","±2,152","232","±213","1.1%","±1.0","129,489","±4,639","3,102","±1,573","2.4%","±1.2","172,852","±4,903","2,830","±947","1.6%","±0.5","31,402","±2,044","670","±502","2.1%","±1.6","38,841","±2,945","936","±631","2.4%","±1.7","75,884","±4,532","1,381","±1,006","1.8%","±1.4","26,949","±2,014","473","±361","1.8%","±1.3","23,848","±1,642","195","±232","0.8%","±1.0","139,055","±5,413","4,558","±1,875","3.3%","±1.3","29,702","±2,377","1,054","±758","3.5%","±2.5","319,107","±7,525","9,835","±2,170","3.1%","±0.7","47,835","±2,912","1,353","±717","2.8%","±1.5","71,453","±3,415","1,016","±636","1.4%","±0.9","45,289","±3,176","1,252","±676","2.8%","±1.5","95,975","±4,574","572","±406","0.6%","±0.4","56,145","±3,219","1,048","±555","1.9%","±1.0"
"            Worked part-time or part-year in the past 12 months","12,554","±1,901","2,470","±1,047","19.7%","±7.4","21,066","±2,921","2,735","±1,130","13.0%","±5.2","17,947","±2,304","2,528","±1,012","14.1%","±5.2","129,377","±7,312","26,212","±3,620","20.3%","±2.4","12,625","±1,743","1,492","±687","11.8%","±5.3","65,520","±4,311","9,521","±1,772","14.5%","±2.5","83,660","±5,167","13,537","±2,085","16.2%","±2.5","15,408","±1,869","3,432","±1,095","22.3%","±6.6","17,342","±2,502","1,735","±865","10.0%","±5.1","37,357","±4,114","5,527","±1,511","14.8%","±3.8","17,617","±2,300","2,452","±974","13.9%","±6.0","14,161","±1,715","2,082","±891","14.7%","±5.8","60,898","±5,017","7,827","±2,244","12.9%","±3.5","19,212","±2,206","3,705","±1,091","19.3%","±5.8","141,725","±7,180","28,529","±3,969","20.1%","±2.5","26,945","±2,399","5,585","±1,457","20.7%","±4.9","37,052","±2,728","4,545","±1,379","12.3%","±3.5","23,666","±2,959","5,603","±1,254","23.7%","±5.1","47,573","±4,149","1,785","±720","3.8%","±1.5","24,302","±2,813","1,945","±921","8.0%","±3.7"
"            Did not work","23,343","±1,932","5,818","±1,409","24.9%","±5.5","41,065","±2,142","5,215","±1,248","12.7%","±2.9","32,657","±2,547","5,189","±1,706","15.9%","±4.9","148,762","±6,844","41,162","±5,362","27.7%","±3.0","22,696","±1,991","3,753","±1,189","16.5%","±4.8","96,329","±4,683","20,108","±3,146","20.9%","±2.8","130,418","±5,787","30,678","±3,232","23.5%","±2.1","28,941","±2,151","7,180","±1,524","24.8%","±4.9","25,794","±2,481","3,711","±1,253","14.4%","±4.6","54,693","±3,910","9,714","±2,679","17.8%","±4.3","19,415","±1,936","4,382","±1,481","22.6%","±6.9","20,244","±1,743","4,177","±1,764","20.6%","±7.9","70,409","±3,960","8,893","±2,479","12.6%","±3.5","31,921","±2,659","6,656","±2,412","20.9%","±6.9","244,512","±8,192","74,848","±7,127","30.6%","±2.4","56,041","±2,729","13,303","±2,512","23.7%","±4.0","50,355","±3,007","7,604","±2,009","15.1%","±3.7","39,065","±2,489","8,024","±1,798","20.5%","±4.0","53,910","±3,505","4,750","±1,452","8.8%","±2.6","39,323","±2,742","6,670","±2,401","17.0%","±5.7"
"    ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        50 percent of poverty level","5,078","±1,754","(X)","(X)","(X)","(X)","4,997","±1,371","(X)","(X)","(X)","(X)","4,566","±1,604","(X)","(X)","(X)","(X)","56,989","±8,021","(X)","(X)","(X)","(X)","3,014","±1,435","(X)","(X)","(X)","(X)","25,336","±4,361","(X)","(X)","(X)","(X)","31,880","±4,398","(X)","(X)","(X)","(X)","9,255","±2,537","(X)","(X)","(X)","(X)","4,282","±2,408","(X)","(X)","(X)","(X)","12,488","±3,491","(X)","(X)","(X)","(X)","4,274","±2,060","(X)","(X)","(X)","(X)","3,598","±1,998","(X)","(X)","(X)","(X)","13,977","±3,988","(X)","(X)","(X)","(X)","4,578","±1,730","(X)","(X)","(X)","(X)","84,079","±9,537","(X)","(X)","(X)","(X)","14,568","±3,658","(X)","(X)","(X)","(X)","8,966","±2,777","(X)","(X)","(X)","(X)","8,860","±2,366","(X)","(X)","(X)","(X)","3,542","±1,339","(X)","(X)","(X)","(X)","7,030","±2,904","(X)","(X)","(X)","(X)"
"        125 percent of poverty level","13,709","±2,924","(X)","(X)","(X)","(X)","16,148","±2,908","(X)","(X)","(X)","(X)","19,448","±3,647","(X)","(X)","(X)","(X)","128,538","±9,338","(X)","(X)","(X)","(X)","9,769","±2,256","(X)","(X)","(X)","(X)","59,266","±5,992","(X)","(X)","(X)","(X)","75,609","±6,320","(X)","(X)","(X)","(X)","20,268","±3,124","(X)","(X)","(X)","(X)","13,831","±4,205","(X)","(X)","(X)","(X)","34,607","±6,642","(X)","(X)","(X)","(X)","16,631","±3,563","(X)","(X)","(X)","(X)","10,079","±2,694","(X)","(X)","(X)","(X)","43,404","±7,121","(X)","(X)","(X)","(X)","21,785","±4,314","(X)","(X)","(X)","(X)","207,507","±14,495","(X)","(X)","(X)","(X)","35,265","±4,040","(X)","(X)","(X)","(X)","27,286","±5,261","(X)","(X)","(X)","(X)","24,873","±3,396","(X)","(X)","(X)","(X)","10,402","±2,601","(X)","(X)","(X)","(X)","16,694","±4,194","(X)","(X)","(X)","(X)"
"        150 percent of poverty level","15,517","±2,959","(X)","(X)","(X)","(X)","23,786","±3,704","(X)","(X)","(X)","(X)","23,740","±3,788","(X)","(X)","(X)","(X)","154,379","±10,252","(X)","(X)","(X)","(X)","13,756","±2,692","(X)","(X)","(X)","(X)","71,192","±6,590","(X)","(X)","(X)","(X)","93,067","±7,101","(X)","(X)","(X)","(X)","25,521","±2,996","(X)","(X)","(X)","(X)","16,339","±4,479","(X)","(X)","(X)","(X)","41,745","±7,589","(X)","(X)","(X)","(X)","19,664","±3,435","(X)","(X)","(X)","(X)","15,894","±3,276","(X)","(X)","(X)","(X)","56,334","±8,583","(X)","(X)","(X)","(X)","25,099","±4,636","(X)","(X)","(X)","(X)","259,186","±14,095","(X)","(X)","(X)","(X)","43,430","±4,888","(X)","(X)","(X)","(X)","35,343","±5,930","(X)","(X)","(X)","(X)","30,501","±3,717","(X)","(X)","(X)","(X)","13,889","±3,460","(X)","(X)","(X)","(X)","21,811","±4,244","(X)","(X)","(X)","(X)"
"        185 percent of poverty level","20,083","±3,801","(X)","(X)","(X)","(X)","31,809","±4,570","(X)","(X)","(X)","(X)","31,824","±4,509","(X)","(X)","(X)","(X)","186,915","±12,145","(X)","(X)","(X)","(X)","17,147","±2,829","(X)","(X)","(X)","(X)","92,277","±7,313","(X)","(X)","(X)","(X)","119,396","±7,657","(X)","(X)","(X)","(X)","30,590","±3,085","(X)","(X)","(X)","(X)","22,668","±4,402","(X)","(X)","(X)","(X)","64,784","±9,123","(X)","(X)","(X)","(X)","24,648","±3,031","(X)","(X)","(X)","(X)","19,726","±3,550","(X)","(X)","(X)","(X)","71,830","±9,064","(X)","(X)","(X)","(X)","33,352","±4,899","(X)","(X)","(X)","(X)","325,720","±16,627","(X)","(X)","(X)","(X)","54,930","±5,096","(X)","(X)","(X)","(X)","45,607","±6,220","(X)","(X)","(X)","(X)","36,377","±4,037","(X)","(X)","(X)","(X)","21,376","±5,083","(X)","(X)","(X)","(X)","26,184","±5,003","(X)","(X)","(X)","(X)"
"        200 percent of poverty level","22,059","±3,886","(X)","(X)","(X)","(X)","35,345","±4,529","(X)","(X)","(X)","(X)","36,462","±4,930","(X)","(X)","(X)","(X)","207,834","±11,623","(X)","(X)","(X)","(X)","19,241","±3,193","(X)","(X)","(X)","(X)","99,032","±7,181","(X)","(X)","(X)","(X)","132,626","±7,901","(X)","(X)","(X)","(X)","33,225","±3,340","(X)","(X)","(X)","(X)","25,967","±4,059","(X)","(X)","(X)","(X)","76,054","±8,856","(X)","(X)","(X)","(X)","27,354","±3,619","(X)","(X)","(X)","(X)","21,840","±3,494","(X)","(X)","(X)","(X)","80,868","±10,010","(X)","(X)","(X)","(X)","36,999","±4,925","(X)","(X)","(X)","(X)","352,720","±16,881","(X)","(X)","(X)","(X)","58,437","±4,958","(X)","(X)","(X)","(X)","49,326","±6,513","(X)","(X)","(X)","(X)","42,900","±4,369","(X)","(X)","(X)","(X)","30,149","±7,116","(X)","(X)","(X)","(X)","28,262","±4,999","(X)","(X)","(X)","(X)"
"        300 percent of poverty level","35,903","±3,432","(X)","(X)","(X)","(X)","61,811","±5,428","(X)","(X)","(X)","(X)","58,528","±6,145","(X)","(X)","(X)","(X)","320,011","±12,721","(X)","(X)","(X)","(X)","33,253","±3,741","(X)","(X)","(X)","(X)","159,527","±9,101","(X)","(X)","(X)","(X)","219,023","±10,973","(X)","(X)","(X)","(X)","46,610","±3,667","(X)","(X)","(X)","(X)","45,385","±5,517","(X)","(X)","(X)","(X)","126,792","±10,123","(X)","(X)","(X)","(X)","42,400","±3,734","(X)","(X)","(X)","(X)","37,276","±3,844","(X)","(X)","(X)","(X)","134,740","±11,087","(X)","(X)","(X)","(X)","57,884","±5,006","(X)","(X)","(X)","(X)","488,397","±15,608","(X)","(X)","(X)","(X)","86,349","±5,170","(X)","(X)","(X)","(X)","81,069","±6,599","(X)","(X)","(X)","(X)","63,598","±5,015","(X)","(X)","(X)","(X)","56,685","±7,657","(X)","(X)","(X)","(X)","52,208","±6,609","(X)","(X)","(X)","(X)"
"        400 percent of poverty level","48,097","±3,045","(X)","(X)","(X)","(X)","83,573","±4,768","(X)","(X)","(X)","(X)","75,041","±5,188","(X)","(X)","(X)","(X)","408,853","±12,968","(X)","(X)","(X)","(X)","47,538","±3,646","(X)","(X)","(X)","(X)","206,451","±8,016","(X)","(X)","(X)","(X)","284,326","±11,064","(X)","(X)","(X)","(X)","61,114","±4,302","(X)","(X)","(X)","(X)","63,072","±4,843","(X)","(X)","(X)","(X)","158,343","±9,104","(X)","(X)","(X)","(X)","52,924","±3,782","(X)","(X)","(X)","(X)","47,531","±4,023","(X)","(X)","(X)","(X)","202,836","±10,016","(X)","(X)","(X)","(X)","69,303","±4,633","(X)","(X)","(X)","(X)","599,011","±14,554","(X)","(X)","(X)","(X)","107,696","±4,685","(X)","(X)","(X)","(X)","113,693","±5,397","(X)","(X)","(X)","(X)","83,694","±5,253","(X)","(X)","(X)","(X)","91,037","±7,942","(X)","(X)","(X)","(X)","72,395","±6,876","(X)","(X)","(X)","(X)"
"        500 percent of poverty level","56,953","±3,151","(X)","(X)","(X)","(X)","101,809","±3,917","(X)","(X)","(X)","(X)","84,492","±4,587","(X)","(X)","(X)","(X)","471,822","±12,387","(X)","(X)","(X)","(X)","53,932","±3,859","(X)","(X)","(X)","(X)","249,906","±6,082","(X)","(X)","(X)","(X)","332,890","±8,923","(X)","(X)","(X)","(X)","70,964","±3,744","(X)","(X)","(X)","(X)","74,875","±5,189","(X)","(X)","(X)","(X)","183,903","±5,577","(X)","(X)","(X)","(X)","60,879","±2,998","(X)","(X)","(X)","(X)","56,168","±3,345","(X)","(X)","(X)","(X)","240,924","±10,306","(X)","(X)","(X)","(X)","79,586","±3,728","(X)","(X)","(X)","(X)","681,491","±12,577","(X)","(X)","(X)","(X)","123,872","±4,335","(X)","(X)","(X)","(X)","137,760","±5,412","(X)","(X)","(X)","(X)","98,864","±4,095","(X)","(X)","(X)","(X)","116,916","±8,690","(X)","(X)","(X)","(X)","94,006","±7,313","(X)","(X)","(X)","(X)"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","16,123","±2,251","5,366","±1,339","33.3%","±6.1","25,242","±2,825","5,078","±1,458","20.1%","±5.5","17,133","±2,217","4,434","±1,154","25.9%","±5.7","210,316","±8,759","44,810","±4,719","21.3%","±2.0","10,427","±1,552","2,767","±832","26.5%","±7.0","75,416","±5,910","17,853","±3,081","23.7%","±3.2","117,343","±5,863","32,474","±3,932","27.7%","±2.8","20,158","±2,223","6,041","±1,526","30.0%","±6.8","15,230","±2,425","3,046","±1,041","20.0%","±6.6","36,190","±4,470","8,087","±2,257","22.3%","±4.9","18,198","±2,227","3,732","±1,111","20.5%","±5.9","10,625","±1,825","1,900","±1,000","17.9%","±8.7","57,671","±6,007","12,932","±3,215","22.4%","±4.6","17,446","±2,981","5,636","±1,821","32.3%","±7.4","190,380","±8,690","51,590","±4,964","27.1%","±2.3","34,900","±3,580","9,615","±2,017","27.6%","±4.3","32,242","±3,073","6,431","±1,598","19.9%","±4.5","32,814","±3,673","9,134","±1,953","27.8%","±5.2","24,331","±3,636","3,227","±1,090","13.3%","±4.3","27,263","±3,832","5,463","±2,058","20.0%","±6.5"
"    Male","7,628","±1,207","2,608","±947","34.2%","±10.0","12,364","±1,837","2,411","±1,065","19.5%","±8.4","8,422","±1,419","1,999","±939","23.7%","±9.7","101,185","±5,660","18,214","±2,773","18.0%","±2.4","4,900","±949","1,436","±733","29.3%","±12.4","34,965","±3,453","7,133","±1,666","20.4%","±3.8","57,000","±4,230","16,095","±3,028","28.2%","±4.4","8,955","±1,071","2,510","±996","28.0%","±9.9","5,838","±1,410","955","±676","16.4%","±10.7","19,950","±2,850","3,619","±1,262","18.1%","±5.3","9,337","±1,567","1,802","±905","19.3%","±9.3","5,906","±1,185","989","±666","16.7%","±10.6","30,230","±4,044","6,180","±2,001","20.4%","±5.6","8,118","±1,507","2,498","±973","30.8%","±9.7","88,959","±5,592","19,638","±2,619","22.1%","±2.7","16,618","±2,486","4,868","±1,628","29.3%","±7.3","15,202","±2,224","3,499","±1,237","23.0%","±7.4","15,584","±2,240","3,907","±1,281","25.1%","±8.2","10,241","±2,047","896","±566","8.7%","±5.8","13,374","±2,436","2,075","±1,145","15.5%","±7.9"
"    Female","8,495","±1,446","2,758","±897","32.5%","±8.5","12,878","±1,771","2,667","±901","20.7%","±6.5","8,711","±1,679","2,435","±732","28.0%","±7.9","109,131","±5,079","26,596","±3,458","24.4%","±2.8","5,527","±1,086","1,331","±475","24.1%","±8.4","40,451","±3,738","10,720","±2,152","26.5%","±4.5","60,343","±3,791","16,379","±2,407","27.1%","±3.5","11,203","±1,591","3,531","±1,037","31.5%","±8.7","9,392","±1,695","2,091","±838","22.3%","±8.7","16,240","±2,703","4,468","±1,564","27.5%","±7.4","8,861","±1,560","1,930","±778","21.8%","±8.0","4,719","±955","911","±450","19.3%","±8.7","27,441","±3,445","6,752","±2,043","24.6%","±6.3","9,328","±1,933","3,138","±1,372","33.6%","±11.2","101,421","±5,867","31,952","±3,872","31.5%","±3.1","18,282","±2,017","4,747","±946","26.0%","±5.0","17,040","±1,838","2,932","±864","17.2%","±4.9","17,230","±2,164","5,227","±1,283","30.3%","±6.2","14,090","±2,583","2,331","±879","16.5%","±6.0","13,889","±2,246","3,388","±1,543","24.4%","±9.6"
"    15 years","0","±224","0","±224","-","**","0","±224","0","±224","-","**","297","±347","297","±347","100.0%","±43.5","79","±97","79","±97","100.0%","±84.3","0","±224","0","±224","-","**","0","±224","0","±224","-","**","78","±91","78","±91","100.0%","±84.8","70","±115","70","±115","100.0%","±89.6","0","±224","0","±224","-","**","387","±526","387","±526","100.0%","±38.1","0","±224","0","±224","-","**","0","±224","0","±224","-","**","143","±239","143","±239","100.0%","±62.7","0","±224","0","±224","-","**","68","±113","68","±113","100.0%","±90.9","0","±224","0","±224","-","**","0","±224","0","±224","-","**","0","±224","0","±224","-","**","0","±224","0","±224","-","**","24","±43","24","±43","100.0%","±100.0"
"    16 to 17 years","232","±340","232","±340","100.0%","±49.2","85","±134","85","±134","100.0%","±81.3","0","±224","0","±224","-","**","397","±411","286","±358","72.0%","±43.3","0","±224","0","±224","-","**","0","±224","0","±224","-","**","295","±261","295","±261","100.0%","±43.6","69","±115","69","±115","100.0%","±90.2","86","±147","86","±147","100.0%","±80.8","107","±176","0","±224","0.0%","±72.4","0","±224","0","±224","-","**","0","±224","0","±224","-","**","97","±170","97","±170","100.0%","±76.1","102","±139","102","±139","100.0%","±74.2","421","±353","421","±353","100.0%","±36.4","234","±365","234","±365","100.0%","±49.0","0","±224","0","±224","-","**","175","±265","175","±265","100.0%","±56.6","0","±224","0","±224","-","**","38","±70","38","±70","100.0%","±100.0"
